Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-2-6,Butantã,-23.5844,-46.7252,65925,86,46,19,29,16,5,43,28,REABASTECER
2018-4-10,Vila Mariana,-23.5895,-46.6346,21349,86,45,35,10,43,22,16,32,NORMAL
2018-7-3,Butantã,-23.5844,-46.7252,67519,43,52,23,7,11,8,36,31,NORMAL
2018-10-23,Vila Mariana,-23.5895,-46.6346,24060,86,46,44,12,3,19,8,19,NORMAL
2018-11-19,Butantã,-23.5844,-46.7252,66965,44,29,17,36,28,10,17,39,NORMAL
2019-2-29,Butantã,-23.5844,-46.7252,66980,24,40,65,43,37,10,34,4,REABASTECER
2019-4-11,Vila Mariana,-23.5895,-46.6346,24787,31,7,65,12,16,34,16,10,NORMAL
2019-4-13,Butantã,-23.5844,-46.7252,64749,45,48,16,41,31,20,23,43,NORMAL
2019-5-27,Vila Mariana,-23.5895,-46.6346,21999,11,56,51,19,8,15,5,43,REABASTECER
2019-9-4,Butantã,-23.5844,-46.7252,64930,65,39,65,16,16,26,10,36,NORMAL
2019-10-25,Butantã,-23.5844,-46.7252,65396,86,9,47,9,7,23,23,4,REABASTECER
2019-11-27,Butantã,-23.5844,-46.7252,65330,40,17,22,11,16,42,13,30,NORMAL
2018-2-3,Fradique Coutinho,-23.5661,-46.6841,35817,34,52,35,31,6,10,33,9,REABASTECER
2018-2-9,Fradique Coutinho,-23.5661,-46.6841,34889,63,21,60,43,20,31,16,31,NORMAL
2018-2-25,Fradique Coutinho,-23.5661,-46.6841,35651,74,54,13,33,37,18,41,15,NORMAL
2018-3-25,Fradique Coutinho,-23.5661,-46.6841,35383,48,63,7,17,43,15,43,10,REABASTECER
2018-6-23,Brooklin,-23.6263,-46.6878,26414,79,42,8,4,43,38,37,6,NORMAL
2018-10-16,Fradique Coutinho,-23.5661,-46.6841,35109,86,6,65,6,32,13,23,15,REABASTECER
2019-2-4,Fradique Coutinho,-23.5661,-46.6841,34193,28,16,30,20,10,17,28,43,NORMAL
2019-3-24,Brooklin,-23.6263,-46.6878,26449,7,32,19,31,39,30,9,19,REABASTECER
2019-8-8,Brooklin,-23.6263,-46.6878,27976,75,65,53,5,35,35,24,10,REABASTECER
2019-1-5,Higienópolis-Mackenzie,-23.5488,-46.6519,91947,30,1,36,5,20,40,28,43,REABASTECER
2019-12-2,Tamanduateí,-23.5929,-46.5897,51208,56,34,52,40,30,40,20,11,NORMAL
2018-1-24,Sé,-23.55,-46.6333,193550,17,60,32,12,33,16,43,39,NORMAL
2019-8-21,Higienópolis-Mackenzie,-23.5488,-46.6519,91884,34,2,58,38,29,29,14,43,REABASTECER
2018-2-13,Sé,-23.55,-46.6333,191819,5,10,27,32,32,10,14,8,NORMAL
2018-4-14,Sé,-23.55,-46.6333,194850,25,38,19,24,30,32,24,16,NORMAL
2018-8-2,Brás,-23.5451,-46.6162,70566,9,26,13,22,41,41,43,20,REABASTECER
2018-8-15,Brás,-23.5451,-46.6162,71160,54,12,56,31,23,4,38,8,REABASTECER
2018-7-19,Sé,-23.55,-46.6333,195238,65,10,65,32,43,29,13,38,NORMAL
2019-3-15,Brás,-23.5451,-46.6162,71419,44,4,23,3,9,6,32,23,REABASTECER
2018-8-5,Faria Lima,-23.5675,-46.6929,53416,23,20,7,37,9,41,38,10,NORMAL
2019-8-25,Brás,-23.5451,-46.6162,72958,19,65,10,43,32,18,31,7,NORMAL
2019-2-6,Faria Lima,-23.5675,-46.6929,54355,86,65,52,21,13,16,33,15,NORMAL
2019-9-9,Sé,-23.55,-46.6333,192785,73,29,57,36,30,33,11,20,NORMAL
2019-9-29,Sé,-23.55,-46.6333,193711,35,56,54,22,43,7,11,26,NORMAL
2018-2-25,Barra Funda,-23.5542,-46.6707,148402,64,65,27,17,29,20,29,40,NORMAL
2018-4-11,Barra Funda,-23.5542,-46.6707,147722,40,6,27,15,14,22,11,12,NORMAL
2018-4-15,Barra Funda,-23.5542,-46.6707,148062,4,53,65,40,43,7,41,40,REABASTECER
2018-6-13,Barra Funda,-23.5542,-46.6707,149930,25,6,45,8,27,31,38,33,NORMAL
2019-12-15,Faria Lima,-23.5675,-46.6929,51274,86,33,56,20,9,27,32,19,NORMAL
2019-3-21,Barra Funda,-23.5542,-46.6707,147832,29,63,43,43,15,15,14,17,NORMAL
2019-1-19,Brás,-23.5451,-46.6162,74126,86,11,4,10,13,11,1,23,REABASTECER
2019-5-3,Barra Funda,-23.5542,-46.6707,150706,38,54,18,33,24,34,29,18,NORMAL
2019-7-3,Brás,-23.5451,-46.6162,72965,7,63,59,13,34,22,27,32,REABASTECER
2019-2-18,Pinheiros,-23.5664,-46703,79941,53,57,47,43,11,5,2,43,REABASTECER
2019-9-2,Brás,-23.5451,-46.6162,71231,43,22,34,18,43,41,2,19,REABASTECER
2019-4-22,Pinheiros,-23.5664,-46703,77880,34,42,53,3,6,13,14,14,REABASTECER
2019-10-29,Brás,-23.5451,-46.6162,73353,47,65,31,14,34,43,30,7,NORMAL
2019-11-20,Brás,-23.5451,-46.6162,71148,30,51,29,34,43,33,32,7,NORMAL
2019-10-9,Pinheiros,-23.5664,-46703,76120,74,7,65,28,18,14,40,38,REABASTECER
2018-5-24,Barra Funda,-23.5542,-46.6707,150485,44,55,50,27,28,7,24,14,NORMAL
2019-12-10,Pinheiros,-23.5664,-46703,76308,21,22,39,19,16,30,9,24,NORMAL
2018-12-30,Tatuapé,-23.5402,-46.5765,68205,58,38,13,43,33,10,34,40,NORMAL
2018-11-9,Barra Funda,-23.5542,-46.6707,150367,20,40,59,22,41,39,6,40,REABASTECER
2019-4-6,Tatuapé,-23.5402,-46.5765,67467,48,65,42,11,25,43,23,14,NORMAL
2018-8-16,Butantã,-23.5844,-46.7252,65648,79,10,60,33,7,43,16,37,NORMAL
2019-4-21,Barra Funda,-23.5542,-46.6707,147967,64,56,34,23,26,31,32,28,NORMAL
2019-7-10,Barra Funda,-23.5542,-46.6707,148977,18,41,65,33,8,41,17,3,NORMAL
2018-11-23,Tatuapé,-23.5402,-46.5765,67230,64,11,14,29,7,36,15,43,NORMAL
2018-12-30,Tatuapé,-23.5402,-46.5765,68205,58,38,13,43,33,10,34,40,NORMAL
2018-9-14,Fradique Coutinho,-23.5661,-46.6841,34481,55,58,21,15,43,39,16,7,NORMAL
2019-3-6,Tatuapé,-23.5402,-46.5765,70192,77,22,38,14,22,8,2,37,NORMAL
2018-10-29,Fradique Coutinho,-23.5661,-46.6841,33994,46,6,40,11,25,17,10,14,REABASTECER
2018-11-24,Fradique Coutinho,-23.5661,-46.6841,36845,65,43,41,8,12,38,43,36,NORMAL
2018-7-19,Brigadeiro,-23.5683,-46.6482,46778,49,52,24,17,30,43,19,33,NORMAL
2018-7-21,Brigadeiro,-23.5683,-46.6482,47055,29,36,12,14,18,36,7,23,NORMAL
2018-7-22,Brigadeiro,-23.5683,-46.6482,46641,20,32,5,11,16,35,3,21,REABASTECER
2018-12-15,Brigadeiro,-23.5683,-46.6482,48438,32,29,8,28,22,38,15,9,NORMAL
2018-8-26,Brigadeiro,-23.5683,-46.6482,48792,50,11,38,26,39,24,35,38,NORMAL
2019-6-6,Barra Funda,-23.5542,-46.6707,149175,79,48,48,16,29,16,28,8,NORMAL
2019-3-13,Brigadeiro,-23.5683,-46.6482,46682,24,53,31,12,27,14,9,9,NORMAL
2019-9-20,Barra Funda,-23.5542,-46.6707,148261,26,18,65,14,9,27,38,22,NORMAL
2019-3-17,Brigadeiro,-23.5683,-46.6482,47013,75,21,10,43,12,41,36,35,NORMAL
2019-8-3,Brigadeiro,-23.5683,-46.6482,46830,59,58,41,15,5,37,14,43,NORMAL
2019-4-16,Brigadeiro,-23.5683,-46.6482,49602,55,54,13,37,17,28,10,43,NORMAL
2019-4-17,Brigadeiro,-23.5683,-46.6482,48180,43,46,4,32,11,24,5,40,NORMAL
2019-6-5,Brigadeiro,-23.5683,-46.6482,47188,17,62,56,37,23,32,25,12,NORMAL
2019-11-24,Brigadeiro,-23.5683,-46.6482,49876,12,9,48,28,8,36,13,12,NORMAL
2019-7-16,Brigadeiro,-23.5683,-46.6482,49039,51,29,28,23,34,43,37,21,NORMAL
2019-12-19,Brigadeiro,-23.5683,-46.6482,46342,25,59,17,43,38,24,39,43,NORMAL
2019-9-8,Brigadeiro,-23.5683,-46.6482,49639,53,63,5,37,24,11,15,27,NORMAL
2018-7-11,Trianon-Masp,-23.5634,-46.6544,42283,44,59,51,15,15,43,33,40,NORMAL
2018-9-6,Trianon-Masp,-23.5634,-46.6544,44892,31,25,37,43,16,12,25,30,NORMAL
2019-6-1,Tatuapé,-23.5402,-46.5765,68597,16,26,30,40,16,10,36,40,NORMAL
2019-9-15,Tatuapé,-23.5402,-46.5765,70800,70,65,38,7,26,33,16,18,NORMAL
2019-6-1,Trianon-Masp,-23.5634,-46.6544,42543,31,15,55,27,13,42,37,5,REABASTECER
2019-10-11,Tatuapé,-23.5402,-46.5765,68030,86,13,49,43,43,11,35,43,NORMAL
2019-10-18,Tatuapé,-23.5402,-46.5765,69068,11,29,8,14,10,33,12,16,REABASTECER
2019-4-12,Trianon-Masp,-23.5634,-46.6544,42978,55,47,32,17,35,24,20,43,NORMAL
2019-5-11,Trianon-Masp,-23.5634,-46.6544,44527,42,29,4,8,37,10,34,39,NORMAL
2019-5-12,Trianon-Masp,-23.5634,-46.6544,44588,31,20,65,2,31,8,31,37,REABASTECER
2018-2-4,República,-23.5436,-46.6434,108700,46,34,44,27,34,24,43,37,NORMAL
2019-5-30,Trianon-Masp,-23.5634,-46.6544,41956,39,22,65,31,16,43,43,10,NORMAL
2018-5-19,Consolação,-23.5581,-46.6606,113867,11,50,27,10,6,11,32,27,REABASTECER
2018-9-25,República,-23.5436,-46.6434,110285,86,33,46,17,29,38,43,9,NORMAL
2018-7-8,Consolação,-23.5581,-46.6606,113889,39,62,56,42,25,37,13,10,NORMAL
2018-11-8,República,-23.5436,-46.6434,109380,28,30,52,7,25,41,11,11,NORMAL
2019-2-18,República,-23.5436,-46.6434,108616,86,18,31,24,37,4,35,38,REABASTECER
2018-10-26,Consolação,-23.5581,-46.6606,114026,23,6,38,34,43,9,12,7,NORMAL
2018-12-6,Consolação,-23.5581,-46.6606,113875,78,38,57,32,7,20,28,25,NORMAL
2019-10-26,República,-23.5436,-46.6434,107950,52,21,29,3,23,31,16,21,NORMAL
2019-7-14,Consolação,-23.5581,-46.6606,114923,16,25,32,43,34,27,9,11,NORMAL
2018-1-4,Higienópolis-Mackenzie,-23.5488,-46.6519,90130,58,47,43,38,29,33,35,30,NORMAL
2018-1-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90127,55,21,60,33,16,23,14,43,NORMAL
2019-6-25,Consolação,-23.5581,-46.6606,114214,31,45,27,17,26,2,12,43,NORMAL
2018-6-13,Higienópolis-Mackenzie,-23.5488,-46.6519,93236,13,33,51,31,29,11,20,27,NORMAL
2018-12-13,Higienópolis-Mackenzie,-23.5488,-46.6519,89596,67,21,61,3,25,32,35,7,NORMAL
2018-8-18,Tamanduateí,-23.5929,-46.5897,50856,38,38,65,18,11,26,27,35,NORMAL
2018-8-20,Tamanduateí,-23.5929,-46.5897,50923,21,32,50,16,43,23,20,25,NORMAL
2018-2-22,Tamanduateí,-23.5929,-46.5897,52197,41,23,41,29,12,8,33,10,NORMAL
2018-9-11,Tamanduateí,-23.5929,-46.5897,51321,75,50,32,30,4,7,16,38,NORMAL
2019-1-1,Tamanduateí,-23.5929,-46.5897,49672,41,26,15,33,32,23,39,36,NORMAL
2019-6-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91796,63,14,55,28,31,36,36,22,NORMAL
2019-5-13,Tamanduateí,-23.5929,-46.5897,52720,7,45,16,23,26,20,26,38,NORMAL
2018-5-19,Faria Lima,-23.5675,-46.6929,51289,49,51,14,13,11,11,43,43,NORMAL
2018-1-25,Sé,-23.55,-46.6333,191327,9,55,24,8,28,14,41,33,REABASTECER
2018-2-13,Sé,-23.55,-46.6333,191819,5,10,27,32,32,10,14,8,NORMAL
2018-7-28,Faria Lima,-23.5675,-46.6929,54166,4,60,55,14,40,18,24,32,NORMAL
2018-6-15,Sé,-23.55,-46.6333,192701,45,11,65,43,6,2,5,43,NORMAL
2018-7-25,Sé,-23.55,-46.6333,193862,6,47,21,12,21,9,37,10,REABASTECER
2018-3-4,Sé,-23.55,-46.6333,192599,56,4,20,18,21,33,15,4,REABASTECER
2018-12-15,Sé,-23.55,-46.6333,194233,46,27,7,10,3,15,7,43,REABASTECER
2018-8-12,Sé,-23.55,-46.6333,194623,15,2,34,5,35,40,12,24,REABASTECER
2019-3-8,Sé,-23.55,-46.6333,194937,45,65,38,40,6,37,27,43,NORMAL
2018-8-29,Sé,-23.55,-46.6333,194840,11,36,40,43,8,41,30,8,NORMAL
2018-11-8,Sé,-23.55,-46.6333,193526,37,33,1,29,7,42,21,3,REABASTECER
2019-7-11,Sé,-23.55,-46.6333,194898,32,34,60,43,9,43,43,5,REABASTECER
2019-4-23,Sé,-23.55,-46.6333,193933,40,47,51,30,40,43,19,25,NORMAL
2019-11-15,Sé,-23.55,-46.6333,194253,48,28,41,7,37,36,41,9,NORMAL
2018-3-16,Brás,-23.5451,-46.6162,74248,18,32,9,20,4,21,41,31,NORMAL
2018-8-24,Pinheiros,-23.5664,-46703,78872,52,21,59,10,16,4,14,26,NORMAL
2018-4-22,Tamanduateí,-23.5929,-46.5897,53133,73,65,28,30,30,32,9,27,NORMAL
2018-4-23,Tamanduateí,-23.5929,-46.5897,50403,64,63,22,28,24,29,7,25,NORMAL
2018-5-9,Tamanduateí,-23.5929,-46.5897,51160,86,52,61,17,43,36,26,5,NORMAL
2018-10-20,Tamanduateí,-23.5929,-46.5897,51310,38,14,18,5,20,38,22,23,REABASTECER
2019-6-8,Tamanduateí,-23.5929,-46.5897,49654,27,33,28,27,7,37,11,30,NORMAL
2019-7-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92172,73,13,47,31,20,28,13,22,NORMAL
2019-11-26,Higienópolis-Mackenzie,-23.5488,-46.6519,92163,72,13,30,9,43,43,27,5,NORMAL
2019-12-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91997,86,60,49,10,29,16,5,26,REABASTECER
2019-11-25,Tamanduateí,-23.5929,-46.5897,51430,40,17,31,13,15,17,6,35,REABASTECER
2018-8-2,Sé,-23.55,-46.6333,195152,28,65,43,28,27,27,12,27,NORMAL
2018-2-11,Sé,-23.55,-46.6333,192837,21,27,46,40,43,15,22,12,NORMAL
2018-5-24,Faria Lima,-23.5675,-46.6929,52255,86,33,42,31,41,38,28,25,NORMAL
2018-11-24,Sé,-23.55,-46.6333,192794,66,25,32,20,36,31,39,31,NORMAL
2018-5-17,São Judas,-23.6255,-46.6411,17092,86,29,65,11,18,11,31,26,NORMAL
2018-1-21,Paraíso,-23.57677,-46.63933,73022,67,27,56,6,39,40,13,10,REABASTECER
2018-8-2,São Judas,-23.6255,-46.6411,15507,29,23,61,25,19,7,11,38,NORMAL
2018-8-7,São Judas,-23.6255,-46.6411,15634,63,63,24,10,41,38,31,14,NORMAL
2018-3-24,Paraíso,-23.57677,-46.63933,73940,47,24,65,35,39,23,2,18,REABASTECER
2018-8-15,Paraíso,-23.57677,-46.63933,72115,42,3,19,17,31,8,13,43,REABASTECER
2018-12-13,Paraíso,-23.57677,-46.63933,73401,86,11,57,43,29,7,15,30,NORMAL
2018-5-29,São Judas,-23.6255,-46.6411,14611,50,26,40,12,10,19,32,23,NORMAL
2019-4-20,Paraíso,-23.57677,-46.63933,73442,73,61,53,17,21,23,27,1,REABASTECER
2018-12-27,São Judas,-23.6255,-46.6411,16376,14,42,38,25,38,36,32,36,NORMAL
2019-8-27,Paraíso,-23.57677,-46.63933,73283,46,55,30,28,28,31,7,30,NORMAL
2019-11-28,Paraíso,-23.57677,-46.63933,73522,86,44,28,39,25,43,27,43,NORMAL
2019-12-5,Paraíso,-23.57677,-46.63933,71243,16,65,52,23,37,24,43,19,NORMAL
2019-4-25,São Judas,-23.6255,-46.6411,14114,4,50,7,19,18,32,11,3,REABASTECER
2018-6-16,Vila Mariana,-23.5895,-46.6346,23547,54,15,46,18,10,33,2,3,REABASTECER
2019-6-16,São Judas,-23.6255,-46.6411,14944,86,61,19,30,9,43,37,43,NORMAL
2018-3-9,Brigadeiro,-23.5683,-46.6482,48075,27,55,48,22,38,29,18,43,NORMAL
2019-1-2,Vila Mariana,-23.5895,-46.6346,21246,33,12,10,9,31,23,21,15,NORMAL
2018-9-14,Brigadeiro,-23.5683,-46.6482,47328,44,36,41,4,5,13,7,10,REABASTECER
2019-2-3,Vila Mariana,-23.5895,-46.6346,21156,5,22,2,41,40,38,33,13,REABASTECER
2019-2-18,Vila Mariana,-23.5895,-46.6346,22462,34,65,32,10,15,29,19,43,NORMAL
2019-5-6,Vila Mariana,-23.5895,-46.6346,24640,44,53,7,5,2,43,43,37,NORMAL
2019-7-3,Vila Mariana,-23.5895,-46.6346,24225,5,21,57,3,28,20,31,2,NORMAL
2019-3-19,Brigadeiro,-23.5683,-46.6482,47732,57,7,65,40,6,30,25,28,REABASTECER
2018-8-4,Vila Mariana,-23.5895,-46.6346,23516,37,62,42,15,16,34,23,29,NORMAL
2019-11-25,Vila Mariana,-23.5895,-46.6346,22282,79,26,19,16,43,22,1,43,NORMAL
2019-12-20,Vila Mariana,-23.5895,-46.6346,24199,3,65,46,27,21,32,31,37,NORMAL
2019-9-25,Brigadeiro,-23.5683,-46.6482,48266,75,26,25,23,7,4,32,8,NORMAL
2019-11-27,Brigadeiro,-23.5683,-46.6482,48982,66,50,24,15,38,32,43,43,NORMAL
2018-9-20,Brooklin,-23.6263,-46.6878,26978,4,27,42,11,10,7,24,43,NORMAL
2018-9-21,Brooklin,-23.6263,-46.6878,28725,86,19,38,10,7,6,18,41,REABASTECER
2018-11-28,Brooklin,-23.6263,-46.6878,28474,50,54,15,11,40,43,18,7,NORMAL
2019-4-29,Brooklin,-23.6263,-46.6878,28923,14,9,8,41,29,2,28,12,REABASTECER
2019-5-13,Trianon-Masp,-23.5634,-46.6544,43318,22,13,57,43,27,5,27,31,REABASTECER
2018-10-25,Brooklin,-23.6263,-46.6878,29805,6,65,65,15,38,22,14,23,NORMAL
2019-8-8,Trianon-Masp,-23.5634,-46.6544,44867,61,45,55,41,35,38,24,36,NORMAL
2019-8-12,Trianon-Masp,-23.5634,-46.6544,43035,21,24,30,31,16,20,9,17,NORMAL
2018-12-11,Brooklin,-23.6263,-46.6878,26937,10,49,65,18,25,6,11,43,REABASTECER
2019-9-3,Trianon-Masp,-23.5634,-46.6544,45130,76,34,12,39,14,10,15,14,NORMAL
2019-1-11,Brooklin,-23.6263,-46.6878,26676,45,7,50,9,27,30,9,11,REABASTECER
2019-9-30,Trianon-Masp,-23.5634,-46.6544,42380,74,13,14,40,29,13,29,25,NORMAL
2019-11-5,Trianon-Masp,-23.5634,-46.6544,42419,86,54,35,38,34,38,15,43,NORMAL
2019-3-11,Brooklin,-23.6263,-46.6878,26992,41,37,35,33,4,27,13,29,NORMAL
2018-12-1,Campo Belo,-23.6188,-46.6823,24814,42,15,65,26,17,12,21,20,NORMAL
2018-1-20,Campo Belo,-23.6188,-46.6823,23894,65,19,15,20,8,38,17,12,NORMAL
2019-1-1,Campo Belo,-23.6188,-46.6823,26675,34,31,42,19,16,13,33,33,NORMAL
2018-5-29,Campo Belo,-23.6188,-46.6823,23524,22,65,23,26,25,43,41,17,NORMAL
2019-4-28,Campo Belo,-23.6188,-46.6823,24880,10,41,27,12,24,43,7,3,NORMAL
2018-9-14,Campo Belo,-23.6188,-46.6823,25030,10,61,19,29,38,40,43,35,REABASTECER
2019-8-3,Campo Belo,-23.6188,-46.6823,24820,51,4,23,43,43,37,10,28,REABASTECER
2019-1-3,Campo Belo,-23.6188,-46.6823,23527,14,26,29,12,9,11,27,26,NORMAL
2019-2-7,Campo Belo,-23.6188,-46.6823,23507,39,3,49,40,43,12,25,18,REABASTECER
2018-2-8,Eucaliptos,-23.61,-46.6686,25231,77,38,16,23,22,20,12,22,NORMAL
2018-3-4,Eucaliptos,-23.61,-46.6686,23715,74,65,45,43,4,14,41,43,NORMAL
2018-3-15,Eucaliptos,-23.61,-46.6686,21854,62,65,26,18,43,30,40,5,REABASTECER
2019-10-15,Campo Belo,-23.6188,-46.6823,23365,57,27,54,7,8,31,29,43,NORMAL
2018-5-10,Eucaliptos,-23.61,-46.6686,25411,53,3,50,20,38,36,40,35,NORMAL
2019-4-12,Eucaliptos,-23.61,-46.6686,23139,86,8,60,29,37,18,21,7,REABASTECER
2019-5-2,Tamanduateí,-23.5929,-46.5897,52751,30,51,27,22,32,38,30,36,NORMAL
2019-10-18,Brás,-23.5451,-46.6162,74292,74,65,39,35,38,34,27,12,NORMAL
2019-5-13,Pinheiros,-23.5664,-46703,78807,86,41,28,23,13,31,16,8,NORMAL
2019-7-15,Pinheiros,-23.5664,-46703,78862,73,11,61,12,13,26,26,22,NORMAL
2018-6-10,Tatuapé,-23.5402,-46.5765,70953,17,56,48,43,40,31,36,15,NORMAL
2018-8-17,Tatuapé,-23.5402,-46.5765,67497,32,47,40,34,18,38,26,27,NORMAL
2018-9-18,Tatuapé,-23.5402,-46.5765,70489,86,56,22,24,18,30,15,27,NORMAL
2018-9-25,Tatuapé,-23.5402,-46.5765,68493,27,8,31,9,30,38,26,43,REABASTECER
2018-7-22,Barra Funda,-23.5542,-46.6707,147545,86,52,33,30,43,43,13,8,NORMAL
2018-3-30,Butantã,-23.5844,-46.7252,66549,86,40,30,42,43,39,30,18,NORMAL
2018-12-6,Tatuapé,-23.5402,-46.5765,67683,19,65,49,42,43,43,43,33,NORMAL
2019-1-25,Tatuapé,-23.5402,-46.5765,69750,74,65,43,12,14,10,38,30,NORMAL
2019-3-24,Tatuapé,-23.5402,-46.5765,69455,73,8,49,35,35,35,22,13,REABASTECER
2019-4-13,Tatuapé,-23.5402,-46.5765,69016,68,26,55,28,33,18,43,34,NORMAL
2019-1-26,Butantã,-23.5844,-46.7252,67219,79,54,5,13,10,23,15,14,NORMAL
2019-10-10,Tatuapé,-23.5402,-46.5765,70679,7,17,56,3,4,15,39,4,REABASTECER
2019-12-19,Tatuapé,-23.5402,-46.5765,67732,17,33,46,30,38,20,20,35,NORMAL
2019-10-12,Barra Funda,-23.5542,-46.6707,148058,86,17,51,26,12,4,43,17,REABASTECER
2019-12-23,Barra Funda,-23.5542,-46.6707,149796,23,43,46,42,11,43,20,20,NORMAL
2018-5-25,República,-23.5436,-46.6434,109571,67,17,3,17,22,40,4,20,REABASTECER
2018-4-20,Tatuapé,-23.5402,-46.5765,69373,45,28,11,7,33,26,11,25,NORMAL
2018-4-27,Tatuapé,-23.5402,-46.5765,67581,75,57,32,29,39,38,24,40,NORMAL
2018-5-28,Tatuapé,-23.5402,-46.5765,67566,44,65,4,40,41,31,43,28,REABASTECER
2018-8-24,Tatuapé,-23.5402,-46.5765,68496,56,10,47,17,34,23,40,40,NORMAL
2018-11-12,República,-23.5436,-46.6434,108168,73,9,23,37,11,28,36,39,NORMAL
2018-12-4,Tatuapé,-23.5402,-46.5765,70874,41,14,65,3,9,8,7,43,NORMAL
2018-7-13,Fradique Coutinho,-23.5661,-46.6841,34429,29,14,49,29,36,16,15,31,NORMAL
2018-8-15,Fradique Coutinho,-23.5661,-46.6841,34235,68,33,29,12,22,39,9,33,NORMAL
2019-4-23,República,-23.5436,-46.6434,107722,45,22,34,40,31,12,27,43,NORMAL
2019-2-16,Tatuapé,-23.5402,-46.5765,67937,33,1,37,39,19,23,34,33,REABASTECER
2019-5-16,República,-23.5436,-46.6434,109072,86,32,65,43,25,35,13,38,NORMAL
2019-4-26,Fradique Coutinho,-23.5661,-46.6841,36995,78,58,65,32,32,43,29,33,NORMAL
2018-3-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90366,32,6,16,12,11,32,8,3,REABASTECER
2018-6-8,Higienópolis-Mackenzie,-23.5488,-46.6519,90534,66,65,23,10,7,24,36,43,NORMAL
2018-1-7,Luz,-23.5365,-46.6332,125733,25,20,14,34,15,27,18,19,NORMAL
2018-5-25,Tatuapé,-23.5402,-46.5765,68733,76,15,28,8,7,43,10,40,NORMAL
2019-7-11,Trianon-Masp,-23.5634,-46.6544,44830,76,21,46,35,13,36,12,20,NORMAL
2018-12-12,Trianon-Masp,-23.5634,-46.6544,42324,30,55,49,20,5,10,8,1,NORMAL
2019-11-1,Trianon-Masp,-23.5634,-46.6544,42195,36,9,65,15,4,7,25,19,REABASTECER
2019-5-17,Trianon-Masp,-23.5634,-46.6544,44991,79,54,27,28,12,33,11,20,NORMAL
2019-9-24,Tatuapé,-23.5402,-46.5765,69859,77,59,36,22,32,12,17,24,NORMAL
2019-10-3,Trianon-Masp,-23.5634,-46.6544,43539,41,55,61,27,18,43,16,12,NORMAL
2018-1-16,República,-23.5436,-46.6434,110412,42,36,31,42,25,42,25,29,NORMAL
2018-1-14,Consolação,-23.5581,-46.6606,115052,50,48,30,43,34,10,28,33,NORMAL
2018-4-25,República,-23.5436,-46.6434,107816,19,59,20,39,12,29,30,21,NORMAL
2018-12-30,Consolação,-23.5581,-46.6606,111771,11,18,16,37,36,29,17,20,REABASTECER
2019-2-8,Consolação,-23.5581,-46.6606,114096,9,33,18,43,5,14,22,25,REABASTECER
2018-8-11,República,-23.5436,-46.6434,108815,79,52,9,17,16,11,37,32,REABASTECER
2018-8-22,República,-23.5436,-46.6434,109271,58,3,57,33,12,20,41,37,REABASTECER
2019-4-9,Consolação,-23.5581,-46.6606,112198,19,37,51,30,38,41,25,40,NORMAL
2018-11-4,Consolação,-23.5581,-46.6606,114843,26,41,60,14,14,33,25,21,NORMAL
2019-7-15,Consolação,-23.5581,-46.6606,111715,4,15,26,43,28,26,3,5,REABASTECER
2019-8-13,Consolação,-23.5581,-46.6606,113330,68,41,37,27,35,43,13,16,NORMAL
2019-4-29,Consolação,-23.5581,-46.6606,115250,86,47,41,17,3,19,34,5,NORMAL
2019-12-9,Consolação,-23.5581,-46.6606,114039,57,39,27,29,41,16,21,8,NORMAL
2019-8-9,República,-23.5436,-46.6434,110518,18,37,21,28,27,7,12,31,NORMAL
2019-12-28,República,-23.5436,-46.6434,109076,86,55,33,36,10,31,30,22,NORMAL
2019-11-25,Consolação,-23.5581,-46.6606,111811,17,56,52,24,3,17,29,22,NORMAL
2018-6-22,Tamanduateí,-23.5929,-46.5897,50776,35,3,8,20,39,43,15,5,NORMAL
2019-1-13,Tamanduateí,-23.5929,-46.5897,49648,1,28,56,34,36,19,33,41,REABASTECER
2019-3-4,Tamanduateí,-23.5929,-46.5897,51554,18,34,60,10,11,13,43,6,NORMAL
2018-11-19,Higienópolis-Mackenzie,-23.5488,-46.6519,92858,29,44,30,32,43,30,3,12,NORMAL
2019-4-17,Tamanduateí,-23.5929,-46.5897,53058,11,15,65,35,18,9,4,6,REABASTECER
2018-11-22,Tamanduateí,-23.5929,-46.5897,52238,73,38,47,24,23,40,28,20,NORMAL
2019-9-7,Higienópolis-Mackenzie,-23.5488,-46.6519,89743,42,40,65,32,8,23,35,28,NORMAL
2018-5-29,Sé,-23.55,-46.6333,194430,24,38,39,20,22,13,26,18,NORMAL
2019-1-16,Sé,-23.55,-46.6333,192024,19,23,65,43,7,33,17,43,NORMAL
2019-1-29,Faria Lima,-23.5675,-46.6929,54496,68,37,33,9,43,38,15,5,NORMAL
2019-3-1,Sé,-23.55,-46.6333,193632,28,35,19,24,38,23,12,26,NORMAL
2019-5-19,Sé,-23.55,-46.6333,194090,32,19,53,41,10,43,39,43,NORMAL
