Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status
2019-7-20,Consolação,-23.5581,-46.6606,113758,44,51,56,21,7,13,29,29,NORMAL
2019-7-21,Consolação,-23.5581,-46.6606,113805,32,46,49,17,2,10,26,24,NORMAL
2019-7-22,Consolação,-23.5581,-46.6606,111772,19,39,44,15,43,10,20,20,NORMAL
2019-7-23,Consolação,-23.5581,-46.6606,112132,9,29,39,9,37,7,15,15,REABASTECER
2019-7-24,Consolação,-23.5581,-46.6606,114204,86,24,34,4,31,4,11,12,REABASTECER
2019-7-25,Consolação,-23.5581,-46.6606,114202,74,20,30,43,28,43,6,6,NORMAL
2019-7-26,Consolação,-23.5581,-46.6606,113661,63,12,25,40,23,40,43,43,NORMAL
2019-7-27,Consolação,-23.5581,-46.6606,112058,53,4,18,37,21,36,40,38,NORMAL
2019-7-28,Consolação,-23.5581,-46.6606,112778,46,65,9,31,19,30,38,34,NORMAL
2019-7-29,Consolação,-23.5581,-46.6606,114696,33,63,65,30,13,25,32,30,NORMAL
2019-7-30,Consolação,-23.5581,-46.6606,111841,21,54,57,25,7,24,29,25,NORMAL
2019-8-1,Consolação,-23.5581,-46.6606,113302,11,46,52,25,5,24,27,20,REABASTECER
2019-8-2,Consolação,-23.5581,-46.6606,114023,86,39,46,21,43,22,24,18,NORMAL
2019-8-3,Consolação,-23.5581,-46.6606,114901,74,29,39,18,37,20,18,14,NORMAL
2019-8-4,Consolação,-23.5581,-46.6606,115105,66,25,35,18,35,18,14,11,NORMAL
2019-8-5,Consolação,-23.5581,-46.6606,112021,58,18,29,13,29,17,8,5,NORMAL
2019-8-6,Consolação,-23.5581,-46.6606,115251,47,11,19,9,23,17,3,43,NORMAL
2019-8-7,Consolação,-23.5581,-46.6606,113490,34,8,13,8,21,16,43,38,NORMAL
2019-8-8,Consolação,-23.5581,-46.6606,114449,26,65,4,3,15,12,38,36,REABASTECER
2019-8-9,Consolação,-23.5581,-46.6606,111939,14,62,65,43,9,7,32,34,NORMAL
2019-8-10,Consolação,-23.5581,-46.6606,114163,1,54,55,40,4,4,27,31,REABASTECER
2019-8-11,Consolação,-23.5581,-46.6606,112629,86,47,51,38,43,43,24,26,NORMAL
2019-8-12,Consolação,-23.5581,-46.6606,114618,76,44,46,32,39,43,18,21,NORMAL
2019-8-13,Consolação,-23.5581,-46.6606,113330,68,41,37,27,35,43,13,16,NORMAL
2019-8-14,Consolação,-23.5581,-46.6606,111943,57,35,30,22,32,42,8,13,NORMAL
2019-8-15,Consolação,-23.5581,-46.6606,115029,50,27,24,20,28,41,2,8,REABASTECER
2019-8-16,Consolação,-23.5581,-46.6606,112740,40,22,20,19,24,40,43,3,NORMAL
2019-8-17,Consolação,-23.5581,-46.6606,115084,30,15,10,13,19,36,41,43,NORMAL
2019-8-18,Consolação,-23.5581,-46.6606,112967,22,5,1,7,15,31,37,40,REABASTECER
2019-8-19,Consolação,-23.5581,-46.6606,115377,14,65,65,7,13,25,33,34,NORMAL
2019-8-20,Consolação,-23.5581,-46.6606,115238,2,59,60,2,9,24,28,30,REABASTECER
2019-8-21,Consolação,-23.5581,-46.6606,113100,86,50,51,43,3,23,25,26,REABASTECER
2019-8-22,Consolação,-23.5581,-46.6606,111912,79,44,41,41,43,21,19,24,NORMAL
2019-8-23,Consolação,-23.5581,-46.6606,112083,72,36,35,40,39,19,14,21,NORMAL
2019-8-24,Consolação,-23.5581,-46.6606,112157,63,27,25,34,36,14,10,17,NORMAL
2019-8-25,Consolação,-23.5581,-46.6606,114717,51,23,15,29,31,11,6,11,NORMAL
2019-8-26,Consolação,-23.5581,-46.6606,112728,41,13,11,25,27,7,43,8,NORMAL
2019-8-27,Consolação,-23.5581,-46.6606,112565,33,7,5,24,24,1,40,4,NORMAL
2019-8-28,Consolação,-23.5581,-46.6606,113851,23,65,65,19,20,43,37,43,NORMAL
2019-8-29,Consolação,-23.5581,-46.6606,111833,15,63,60,13,14,37,31,40,NORMAL
2019-8-30,Consolação,-23.5581,-46.6606,111685,7,61,53,12,10,36,28,37,REABASTECER
2019-9-1,Consolação,-23.5581,-46.6606,114600,86,52,43,9,6,36,26,31,REABASTECER
2019-9-2,Consolação,-23.5581,-46.6606,114560,77,42,37,3,43,32,23,29,REABASTECER
2019-9-3,Consolação,-23.5581,-46.6606,114139,69,33,27,43,38,31,20,26,NORMAL
2019-9-4,Consolação,-23.5581,-46.6606,111806,56,23,17,43,33,27,15,20,NORMAL
2019-9-5,Consolação,-23.5581,-46.6606,112075,43,20,12,43,27,25,9,18,NORMAL
2019-9-6,Consolação,-23.5581,-46.6606,112373,36,18,2,40,25,25,6,12,REABASTECER
2019-9-7,Consolação,-23.5581,-46.6606,112038,23,14,65,36,21,24,43,7,NORMAL
2019-9-8,Consolação,-23.5581,-46.6606,112895,12,6,60,35,19,22,37,1,REABASTECER
2019-9-9,Consolação,-23.5581,-46.6606,114645,86,65,56,31,14,21,33,43,NORMAL
2019-9-10,Consolação,-23.5581,-46.6606,112155,79,57,50,29,9,21,28,37,NORMAL
2019-9-11,Consolação,-23.5581,-46.6606,113644,69,53,46,27,4,17,23,33,REABASTECER
2019-9-12,Consolação,-23.5581,-46.6606,113920,60,44,36,27,43,11,18,31,NORMAL
2019-9-13,Consolação,-23.5581,-46.6606,111640,53,37,32,25,40,5,14,27,REABASTECER
2019-9-14,Consolação,-23.5581,-46.6606,113714,44,32,25,22,35,43,12,24,NORMAL
2019-9-15,Consolação,-23.5581,-46.6606,113753,31,27,17,22,31,43,8,22,NORMAL
2019-9-16,Consolação,-23.5581,-46.6606,114221,24,22,9,18,25,43,3,18,REABASTECER
2019-9-17,Consolação,-23.5581,-46.6606,114998,15,19,65,17,20,43,43,15,NORMAL
2019-9-18,Consolação,-23.5581,-46.6606,112128,8,11,57,17,15,37,40,11,NORMAL
2019-9-19,Consolação,-23.5581,-46.6606,112921,86,2,51,17,10,32,36,8,REABASTECER
2019-9-20,Consolação,-23.5581,-46.6606,114497,79,65,43,12,5,28,30,5,NORMAL
2019-9-21,Consolação,-23.5581,-46.6606,113193,67,56,36,6,43,27,26,43,REABASTECER
2019-9-22,Consolação,-23.5581,-46.6606,112032,54,46,31,43,40,25,24,37,NORMAL
2019-9-23,Consolação,-23.5581,-46.6606,113203,41,43,22,40,35,21,20,31,NORMAL
2019-9-24,Consolação,-23.5581,-46.6606,113379,33,35,18,34,33,18,15,26,NORMAL
2019-9-25,Consolação,-23.5581,-46.6606,113910,24,26,8,34,28,12,10,24,REABASTECER
2019-9-26,Consolação,-23.5581,-46.6606,114570,13,24,65,28,25,10,8,20,NORMAL
2019-9-27,Consolação,-23.5581,-46.6606,112231,3,17,61,27,21,7,5,17,REABASTECER
2019-9-28,Consolação,-23.5581,-46.6606,113835,86,8,56,26,18,4,43,11,NORMAL
2019-9-29,Consolação,-23.5581,-46.6606,111766,73,65,46,25,12,43,38,5,REABASTECER
2019-9-30,Consolação,-23.5581,-46.6606,115455,62,61,36,19,9,43,32,43,NORMAL
2019-10-1,Consolação,-23.5581,-46.6606,114384,50,54,27,16,7,40,26,38,NORMAL
2019-10-2,Consolação,-23.5581,-46.6606,114797,40,50,21,15,5,35,23,34,REABASTECER
2019-10-3,Consolação,-23.5581,-46.6606,112116,31,45,11,15,43,29,19,31,NORMAL
2019-10-4,Consolação,-23.5581,-46.6606,112458,20,40,6,15,38,25,15,26,REABASTECER
2019-10-5,Consolação,-23.5581,-46.6606,112564,10,34,65,9,34,25,12,20,REABASTECER
2019-10-6,Consolação,-23.5581,-46.6606,112862,86,29,55,4,30,24,10,14,REABASTECER
2019-10-7,Consolação,-23.5581,-46.6606,113591,75,27,49,43,24,24,8,8,NORMAL
2019-10-8,Consolação,-23.5581,-46.6606,115561,66,20,39,41,18,19,2,2,NORMAL
2019-10-9,Consolação,-23.5581,-46.6606,112565,56,10,32,38,14,14,43,43,NORMAL
2019-10-10,Consolação,-23.5581,-46.6606,112930,44,3,27,35,8,8,38,37,NORMAL
2019-10-11,Consolação,-23.5581,-46.6606,114497,36,65,17,31,2,6,32,32,NORMAL
2019-10-12,Consolação,-23.5581,-46.6606,112925,25,59,12,29,43,43,27,27,NORMAL
2019-10-13,Consolação,-23.5581,-46.6606,114945,18,55,7,24,39,38,24,21,NORMAL
2019-10-14,Consolação,-23.5581,-46.6606,112391,9,49,65,21,37,37,21,16,REABASTECER
2019-10-15,Consolação,-23.5581,-46.6606,112807,86,39,61,15,35,33,17,13,NORMAL
2019-10-16,Consolação,-23.5581,-46.6606,112547,79,33,56,14,30,29,14,11,NORMAL
2019-10-17,Consolação,-23.5581,-46.6606,115409,69,24,52,9,25,26,8,6,NORMAL
2019-10-18,Consolação,-23.5581,-46.6606,113120,57,18,47,9,19,26,6,43,REABASTECER
2019-10-19,Consolação,-23.5581,-46.6606,113751,47,15,38,3,17,25,43,37,REABASTECER
2019-10-20,Consolação,-23.5581,-46.6606,112352,35,11,31,43,14,21,37,33,NORMAL
2019-10-21,Consolação,-23.5581,-46.6606,115337,23,6,21,38,11,19,34,31,NORMAL
2019-10-22,Consolação,-23.5581,-46.6606,114604,11,65,16,38,8,13,32,25,REABASTECER
2019-10-23,Consolação,-23.5581,-46.6606,112764,86,55,6,34,2,9,26,19,REABASTECER
2019-10-24,Consolação,-23.5581,-46.6606,114356,75,45,65,29,43,5,21,14,REABASTECER
2019-10-25,Consolação,-23.5581,-46.6606,111684,62,38,60,23,40,43,18,10,NORMAL
2019-10-26,Consolação,-23.5581,-46.6606,112852,50,33,55,21,36,40,14,5,NORMAL
2019-10-27,Consolação,-23.5581,-46.6606,113719,37,23,50,17,34,34,8,43,NORMAL
2019-10-28,Consolação,-23.5581,-46.6606,113598,24,21,43,14,28,28,5,40,REABASTECER
2019-10-29,Consolação,-23.5581,-46.6606,112800,12,16,34,11,26,27,43,35,REABASTECER
2019-10-30,Consolação,-23.5581,-46.6606,113621,86,13,24,7,21,24,38,32,NORMAL
2019-11-1,Consolação,-23.5581,-46.6606,114568,78,8,15,3,18,19,33,28,REABASTECER
2019-11-2,Consolação,-23.5581,-46.6606,114611,69,65,5,43,12,16,28,26,NORMAL
2019-11-3,Consolação,-23.5581,-46.6606,112881,61,59,65,39,7,10,24,22,NORMAL
2019-11-4,Consolação,-23.5581,-46.6606,114775,52,55,61,36,3,4,18,17,REABASTECER
2019-11-5,Consolação,-23.5581,-46.6606,115289,42,45,57,36,43,43,16,14,NORMAL
2019-11-6,Consolação,-23.5581,-46.6606,115450,30,40,48,31,38,41,12,8,NORMAL
2019-11-7,Consolação,-23.5581,-46.6606,113209,17,30,44,26,35,36,7,3,REABASTECER
2019-11-8,Consolação,-23.5581,-46.6606,114829,10,21,38,22,29,32,5,43,REABASTECER
2019-11-9,Consolação,-23.5581,-46.6606,113326,86,19,30,19,27,26,43,40,NORMAL
2019-11-10,Consolação,-23.5581,-46.6606,112416,75,10,20,14,24,22,38,37,NORMAL
2019-11-11,Consolação,-23.5581,-46.6606,115131,66,4,13,11,18,19,36,31,REABASTECER
2019-11-12,Consolação,-23.5581,-46.6606,114658,53,65,6,10,13,15,31,25,REABASTECER
2019-11-13,Consolação,-23.5581,-46.6606,112176,40,58,65,9,10,14,26,23,NORMAL
2019-11-14,Consolação,-23.5581,-46.6606,114226,32,51,59,6,5,13,24,20,REABASTECER
2019-11-15,Consolação,-23.5581,-46.6606,111627,21,44,55,43,43,8,22,16,NORMAL
2019-11-16,Consolação,-23.5581,-46.6606,114824,14,36,46,40,39,8,19,12,NORMAL
2019-11-17,Consolação,-23.5581,-46.6606,115104,3,32,41,34,36,6,17,6,REABASTECER
2019-11-18,Consolação,-23.5581,-46.6606,114282,86,24,36,34,31,43,15,43,NORMAL
2019-11-19,Consolação,-23.5581,-46.6606,114421,78,19,27,30,25,37,10,40,NORMAL
2019-11-20,Consolação,-23.5581,-46.6606,115329,71,17,21,27,23,35,4,35,NORMAL
2019-11-21,Consolação,-23.5581,-46.6606,113630,60,15,16,26,18,33,43,31,NORMAL
2019-11-22,Consolação,-23.5581,-46.6606,112588,51,5,6,26,14,27,40,29,REABASTECER
2019-11-23,Consolação,-23.5581,-46.6606,111986,42,65,65,25,10,23,37,27,NORMAL
2019-11-24,Consolação,-23.5581,-46.6606,113605,30,61,61,25,8,21,35,24,NORMAL
2019-11-25,Consolação,-23.5581,-46.6606,111811,17,56,52,24,3,17,29,22,NORMAL
2019-11-26,Consolação,-23.5581,-46.6606,113548,6,52,44,24,43,13,25,17,REABASTECER
2019-11-27,Consolação,-23.5581,-46.6606,114430,86,46,37,21,38,9,22,15,NORMAL
2019-11-28,Consolação,-23.5581,-46.6606,112424,73,42,28,19,34,5,17,12,REABASTECER
2019-11-29,Consolação,-23.5581,-46.6606,113096,60,40,22,14,28,43,15,8,NORMAL
2019-11-30,Consolação,-23.5581,-46.6606,112849,51,31,14,10,24,40,10,4,REABASTECER
2019-12-1,Consolação,-23.5581,-46.6606,112670,39,27,10,10,22,40,8,43,NORMAL
2019-12-2,Consolação,-23.5581,-46.6606,114426,27,21,5,8,20,37,3,40,REABASTECER
2019-12-3,Consolação,-23.5581,-46.6606,112748,20,11,65,6,18,35,43,37,NORMAL
2019-12-4,Consolação,-23.5581,-46.6606,112299,13,4,58,43,13,32,40,31,REABASTECER
2019-12-5,Consolação,-23.5581,-46.6606,112855,6,65,54,39,11,26,34,27,REABASTECER
2019-12-6,Consolação,-23.5581,-46.6606,114038,86,60,49,34,9,23,32,22,NORMAL
2019-12-7,Consolação,-23.5581,-46.6606,113356,75,51,41,33,6,21,29,16,NORMAL
2019-12-8,Consolação,-23.5581,-46.6606,111631,68,45,36,30,43,19,26,10,NORMAL
2019-12-9,Consolação,-23.5581,-46.6606,114039,57,39,27,29,41,16,21,8,NORMAL
2019-12-10,Consolação,-23.5581,-46.6606,112424,45,37,17,24,37,16,15,5,REABASTECER
2019-12-11,Consolação,-23.5581,-46.6606,111799,38,28,12,22,32,15,13,43,NORMAL
2019-12-12,Consolação,-23.5581,-46.6606,114111,30,18,2,19,30,10,8,39,REABASTECER
2019-12-13,Consolação,-23.5581,-46.6606,111953,19,9,65,15,26,4,3,36,NORMAL
2019-12-14,Consolação,-23.5581,-46.6606,112205,10,65,58,14,20,43,43,34,NORMAL
2019-12-15,Consolação,-23.5581,-46.6606,114895,86,63,51,13,18,41,38,32,NORMAL
2019-12-16,Consolação,-23.5581,-46.6606,113830,79,53,46,9,14,37,33,28,NORMAL
2019-12-17,Consolação,-23.5581,-46.6606,113900,72,47,39,9,11,34,27,26,NORMAL
2019-12-18,Consolação,-23.5581,-46.6606,112397,62,44,34,4,5,33,25,20,REABASTECER
2019-12-19,Consolação,-23.5581,-46.6606,112784,50,34,27,43,43,32,19,14,NORMAL
2019-12-20,Consolação,-23.5581,-46.6606,113988,37,28,21,41,39,26,16,11,NORMAL
2019-12-21,Consolação,-23.5581,-46.6606,114356,24,22,15,40,36,20,12,6,REABASTECER
2019-12-22,Consolação,-23.5581,-46.6606,115476,17,14,5,39,34,19,7,43,REABASTECER
2019-12-23,Consolação,-23.5581,-46.6606,111699,4,5,65,36,31,17,3,40,REABASTECER
2019-12-24,Consolação,-23.5581,-46.6606,114525,86,65,58,32,28,16,43,34,NORMAL
2019-12-25,Consolação,-23.5581,-46.6606,112331,73,61,52,28,22,14,38,32,NORMAL
2019-12-26,Consolação,-23.5581,-46.6606,113083,60,58,42,22,19,13,36,28,NORMAL
2019-12-27,Consolação,-23.5581,-46.6606,114307,52,54,33,16,14,7,33,26,NORMAL
2019-12-28,Consolação,-23.5581,-46.6606,113624,42,49,25,15,11,7,30,20,NORMAL
2019-12-29,Consolação,-23.5581,-46.6606,113468,32,46,20,11,7,4,25,14,NORMAL
2019-12-30,Consolação,-23.5581,-46.6606,114572,20,42,14,7,4,43,21,9,NORMAL
2018-1-1,Tamanduateí,23.5929,-46.5897,52102,86,65,65,43,43,43,43,43,NORMAL
2018-1-2,Tamanduateí,23.5929,-46.5897,49645,76,59,55,38,41,42,41,37,NORMAL
2018-1-3,Tamanduateí,23.5929,-46.5897,51551,65,51,50,35,35,38,35,34,NORMAL
2018-1-4,Tamanduateí,23.5929,-46.5897,50804,54,49,44,32,30,32,32,31,NORMAL
2018-1-5,Tamanduateí,23.5929,-46.5897,49574,41,46,37,32,27,26,26,28,NORMAL
2018-1-6,Tamanduateí,23.5929,-46.5897,52013,34,39,33,26,23,20,20,25,NORMAL
2018-1-7,Tamanduateí,23.5929,-46.5897,50009,25,33,28,24,20,18,14,23,NORMAL
2018-1-8,Tamanduateí,23.5929,-46.5897,52547,13,25,18,21,17,18,11,19,NORMAL
2018-1-9,Tamanduateí,23.5929,-46.5897,49888,1,16,12,21,12,17,6,14,REABASTECER
2018-1-10,Tamanduateí,23.5929,-46.5897,53378,86,13,2,17,9,15,43,12,REABASTECER
2018-1-11,Tamanduateí,23.5929,-46.5897,50690,75,3,65,14,3,13,38,8,REABASTECER
2018-1-12,Tamanduateí,23.5929,-46.5897,52256,65,65,61,14,43,7,33,3,REABASTECER
2018-1-13,Tamanduateí,23.5929,-46.5897,49867,53,56,52,12,38,1,28,43,NORMAL
2018-1-14,Tamanduateí,23.5929,-46.5897,52034,45,50,48,8,35,43,24,39,NORMAL
2018-1-15,Tamanduateí,23.5929,-46.5897,50280,36,46,39,5,30,37,18,34,REABASTECER
2018-1-16,Tamanduateí,23.5929,-46.5897,52526,23,39,34,43,24,36,12,30,NORMAL
2018-1-17,Tamanduateí,23.5929,-46.5897,50739,14,30,30,43,20,31,8,27,NORMAL
2018-1-18,Tamanduateí,23.5929,-46.5897,52028,3,20,23,43,18,28,6,23,REABASTECER
2018-1-19,Tamanduateí,23.5929,-46.5897,49550,86,10,16,42,15,23,43,19,NORMAL
2018-1-20,Tamanduateí,23.5929,-46.5897,49772,74,6,11,37,13,22,38,14,REABASTECER
2018-1-21,Tamanduateí,23.5929,-46.5897,52166,67,65,3,37,8,17,32,11,REABASTECER
2018-1-22,Tamanduateí,23.5929,-46.5897,50687,58,62,65,34,2,11,28,5,REABASTECER
2018-1-23,Tamanduateí,23.5929,-46.5897,50627,50,53,61,31,43,8,23,43,NORMAL
2018-1-24,Tamanduateí,23.5929,-46.5897,53357,43,44,51,28,41,3,19,39,REABASTECER
2018-1-25,Tamanduateí,23.5929,-46.5897,52470,36,40,41,27,36,43,13,33,NORMAL
2018-1-26,Tamanduateí,23.5929,-46.5897,53217,28,34,32,25,30,43,11,29,NORMAL
2018-1-27,Tamanduateí,23.5929,-46.5897,51007,16,27,28,21,26,40,9,23,NORMAL
2018-1-28,Tamanduateí,23.5929,-46.5897,50289,7,21,18,17,23,39,5,19,REABASTECER
2018-1-29,Tamanduateí,23.5929,-46.5897,53136,86,14,13,13,18,37,43,16,NORMAL
2018-1-30,Tamanduateí,23.5929,-46.5897,50731,77,10,7,13,16,36,41,14,REABASTECER
2018-2-1,Tamanduateí,23.5929,-46.5897,51275,66,5,65,9,12,30,37,10,REABASTECER
2018-2-2,Tamanduateí,23.5929,-46.5897,51762,58,65,61,9,6,26,31,7,REABASTECER
2018-2-3,Tamanduateí,23.5929,-46.5897,50789,48,61,56,3,43,20,27,2,NORMAL
2018-2-4,Tamanduateí,23.5929,-46.5897,49881,40,59,50,43,39,15,23,43,NORMAL
2018-2-5,Tamanduateí,23.5929,-46.5897,51284,33,50,42,38,34,12,18,37,NORMAL
2018-2-6,Tamanduateí,23.5929,-46.5897,51087,22,46,38,35,29,7,13,33,NORMAL
2018-2-7,Tamanduateí,23.5929,-46.5897,51066,11,43,30,29,27,5,11,30,REABASTECER
2018-2-8,Tamanduateí,23.5929,-46.5897,51762,86,41,23,26,21,43,6,24,REABASTECER
2018-2-9,Tamanduateí,23.5929,-46.5897,51533,77,32,18,24,19,40,43,22,NORMAL
2018-2-10,Tamanduateí,23.5929,-46.5897,50052,70,30,8,22,17,35,41,16,REABASTECER
2018-2-11,Tamanduateí,23.5929,-46.5897,49533,61,28,65,18,14,35,35,11,NORMAL
2018-2-12,Tamanduateí,23.5929,-46.5897,50079,48,18,56,12,8,30,31,7,NORMAL
2018-2-13,Tamanduateí,23.5929,-46.5897,51845,35,11,49,9,6,27,28,4,REABASTECER
2018-2-14,Tamanduateí,23.5929,-46.5897,53197,26,7,39,5,43,24,22,43,NORMAL
2018-2-15,Tamanduateí,23.5929,-46.5897,52951,16,65,33,43,39,24,20,38,NORMAL
2018-2-16,Tamanduateí,23.5929,-46.5897,49723,6,60,24,43,33,24,14,35,REABASTECER
2018-2-17,Tamanduateí,23.5929,-46.5897,52204,86,51,16,39,27,24,12,33,NORMAL
2018-2-18,Tamanduateí,23.5929,-46.5897,53128,77,48,7,36,25,21,8,28,REABASTECER
2018-2-19,Tamanduateí,23.5929,-46.5897,50734,66,42,65,35,23,18,3,24,NORMAL
2018-2-20,Tamanduateí,23.5929,-46.5897,50057,56,37,61,32,17,16,43,21,NORMAL
2018-2-21,Tamanduateí,23.5929,-46.5897,50633,48,27,51,31,15,13,39,15,NORMAL
2018-2-22,Tamanduateí,23.5929,-46.5897,52197,41,23,41,29,12,8,33,10,NORMAL
2018-2-23,Tamanduateí,23.5929,-46.5897,52994,30,20,37,25,7,5,29,8,REABASTECER
2018-2-24,Tamanduateí,23.5929,-46.5897,52796,19,14,28,19,3,43,23,4,REABASTECER
2018-2-25,Tamanduateí,23.5929,-46.5897,49817,9,12,21,15,43,40,20,43,REABASTECER
2018-2-26,Tamanduateí,23.5929,-46.5897,50891,86,8,11,12,38,36,15,38,REABASTECER
2018-2-27,Tamanduateí,23.5929,-46.5897,50065,74,65,7,11,34,34,10,32,REABASTECER
2018-2-28,Tamanduateí,23.5929,-46.5897,51515,64,56,65,5,30,33,5,30,NORMAL
2018-2-29,Tamanduateí,23.5929,-46.5897,50855,57,46,61,43,27,27,43,25,NORMAL
2018-2-30,Tamanduateí,23.5929,-46.5897,52201,47,39,51,43,21,23,37,19,NORMAL
2018-3-1,Tamanduateí,23.5929,-46.5897,51601,36,35,46,41,19,23,32,17,NORMAL
2018-3-2,Tamanduateí,23.5929,-46.5897,50477,27,32,41,38,14,23,27,14,NORMAL
2018-3-3,Tamanduateí,23.5929,-46.5897,52606,17,25,36,34,8,20,25,8,NORMAL
2018-3-4,Tamanduateí,23.5929,-46.5897,49881,6,18,28,30,3,14,20,6,REABASTECER
2018-3-5,Tamanduateí,23.5929,-46.5897,51277,86,11,23,26,43,9,16,43,NORMAL
2018-3-6,Tamanduateí,23.5929,-46.5897,51013,74,4,19,24,39,8,14,38,NORMAL
2018-3-7,Tamanduateí,23.5929,-46.5897,51056,62,65,13,19,36,7,11,33,NORMAL
2018-3-8,Tamanduateí,23.5929,-46.5897,53149,53,60,5,14,34,4,5,27,REABASTECER
2018-3-9,Tamanduateí,23.5929,-46.5897,52791,46,56,65,14,29,43,43,24,NORMAL
2018-3-10,Tamanduateí,23.5929,-46.5897,52253,37,52,55,8,23,41,41,22,NORMAL
2018-3-11,Tamanduateí,23.5929,-46.5897,51453,26,46,48,2,18,35,37,18,REABASTECER
2018-3-12,Tamanduateí,23.5929,-46.5897,51881,14,40,38,43,12,35,31,16,NORMAL
2018-3-13,Tamanduateí,23.5929,-46.5897,49550,3,32,29,41,7,31,27,10,REABASTECER
2018-3-14,Tamanduateí,23.5929,-46.5897,53046,86,30,25,37,2,30,25,5,REABASTECER
2018-3-15,Tamanduateí,23.5929,-46.5897,52544,74,21,18,31,43,30,23,43,NORMAL
2018-3-16,Tamanduateí,23.5929,-46.5897,51757,65,12,10,28,38,25,21,38,NORMAL
2018-3-17,Tamanduateí,23.5929,-46.5897,53046,53,3,2,24,35,25,19,36,NORMAL
2018-3-18,Tamanduateí,23.5929,-46.5897,50331,43,65,65,21,29,24,14,33,NORMAL
2018-3-19,Tamanduateí,23.5929,-46.5897,51869,34,58,60,15,23,24,9,30,NORMAL
2018-3-20,Tamanduateí,23.5929,-46.5897,49623,25,55,50,14,21,23,6,26,REABASTECER
2018-3-21,Tamanduateí,23.5929,-46.5897,51303,17,47,43,10,19,23,43,22,NORMAL
2018-3-22,Tamanduateí,23.5929,-46.5897,51183,10,38,38,5,14,20,38,20,REABASTECER
2018-3-23,Tamanduateí,23.5929,-46.5897,50573,86,32,30,43,11,20,33,15,NORMAL
2018-3-24,Tamanduateí,23.5929,-46.5897,52006,75,23,25,38,7,14,29,11,NORMAL
2018-3-25,Tamanduateí,23.5929,-46.5897,51817,63,16,17,34,1,13,26,7,REABASTECER
2018-3-26,Tamanduateí,23.5929,-46.5897,50572,54,11,9,31,43,13,24,3,REABASTECER
2018-3-27,Tamanduateí,23.5929,-46.5897,50274,47,6,65,27,41,9,21,43,REABASTECER
2018-3-28,Tamanduateí,23.5929,-46.5897,50585,35,65,56,27,37,6,15,37,REABASTECER
2018-3-29,Tamanduateí,23.5929,-46.5897,53194,27,63,52,22,34,43,10,31,NORMAL
2018-3-30,Tamanduateí,23.5929,-46.5897,50508,20,59,46,16,31,39,8,28,NORMAL
2018-4-1,Tamanduateí,23.5929,-46.5897,51939,13,51,42,10,27,36,5,26,REABASTECER
2018-4-2,Tamanduateí,23.5929,-46.5897,50599,4,44,33,4,23,35,43,22,REABASTECER
2018-4-3,Tamanduateí,23.5929,-46.5897,52516,86,35,25,43,19,33,39,16,NORMAL
2018-4-4,Tamanduateí,23.5929,-46.5897,51127,77,30,17,41,14,27,37,13,NORMAL
2018-4-5,Tamanduateí,23.5929,-46.5897,52187,69,24,9,41,10,24,35,10,REABASTECER
2018-4-6,Tamanduateí,23.5929,-46.5897,52634,57,19,65,38,5,18,32,4,REABASTECER
2018-4-7,Tamanduateí,23.5929,-46.5897,50137,49,10,61,37,43,12,26,43,NORMAL
2018-4-8,Tamanduateí,23.5929,-46.5897,52196,40,3,56,31,39,6,21,39,REABASTECER
2018-4-9,Tamanduateí,23.5929,-46.5897,51567,33,65,48,25,37,43,18,33,NORMAL
2018-4-10,Tamanduateí,23.5929,-46.5897,53202,24,61,41,21,35,38,16,27,NORMAL
2018-4-11,Tamanduateí,23.5929,-46.5897,50712,12,54,36,17,33,34,12,25,NORMAL
2018-4-12,Tamanduateí,23.5929,-46.5897,51285,86,50,31,11,31,29,6,22,NORMAL
2018-4-13,Tamanduateí,23.5929,-46.5897,52530,73,44,22,5,28,25,43,18,REABASTECER
2018-4-14,Tamanduateí,23.5929,-46.5897,51977,61,36,16,43,22,19,38,14,NORMAL
2018-4-15,Tamanduateí,23.5929,-46.5897,52745,49,32,9,43,20,16,34,8,NORMAL
2018-4-16,Tamanduateí,23.5929,-46.5897,52812,42,30,65,40,14,12,32,2,REABASTECER
2018-4-17,Tamanduateí,23.5929,-46.5897,50528,33,26,60,39,9,10,28,43,NORMAL
2018-4-18,Tamanduateí,23.5929,-46.5897,50402,22,23,50,38,4,8,23,39,REABASTECER
2018-4-19,Tamanduateí,23.5929,-46.5897,52646,13,19,44,38,43,3,20,37,NORMAL
2018-4-20,Tamanduateí,23.5929,-46.5897,49751,4,11,37,33,37,43,17,32,REABASTECER
2018-4-21,Tamanduateí,23.5929,-46.5897,52139,86,2,32,31,32,37,11,29,NORMAL
2018-4-22,Tamanduateí,23.5929,-46.5897,53133,73,65,28,30,30,32,9,27,NORMAL
2018-4-23,Tamanduateí,23.5929,-46.5897,50403,64,63,22,28,24,29,7,25,NORMAL
2018-4-24,Tamanduateí,23.5929,-46.5897,52678,57,61,14,26,21,28,3,20,REABASTECER
2018-4-25,Tamanduateí,23.5929,-46.5897,51891,46,55,10,26,16,28,43,17,NORMAL
2018-4-26,Tamanduateí,23.5929,-46.5897,52050,33,49,6,24,14,23,37,11,REABASTECER
